ID or #		Start	End	Type	Contig
gene-b0005		5234	5530	complete	NODE_11_length_148513_cov_366.871952:10230-9934
cds-NP_414546.1		5234	5530	complete	NODE_11_length_148513_cov_366.871952:10230-9934
gene-b0006		5683	6459	complete	NODE_11_length_148513_cov_366.871952:9781-9005
cds-NP_414547.1		5683	6459	complete	NODE_11_length_148513_cov_366.871952:9781-9005
gene-b0007		6529	7959	complete	NODE_11_length_148513_cov_366.871952:8935-7505
cds-NP_414548.1		6529	7959	complete	NODE_11_length_148513_cov_366.871952:8935-7505
gene-b0008		8238	9191	complete	NODE_11_length_148513_cov_366.871952:7226-6273
cds-NP_414549.1		8238	9191	complete	NODE_11_length_148513_cov_366.871952:7226-6273
gene-b0009		9306	9893	complete	NODE_11_length_148513_cov_366.871952:6158-5571
cds-NP_414550.1		9306	9893	complete	NODE_11_length_148513_cov_366.871952:6158-5571
gene-b0010		9928	10494	complete	NODE_11_length_148513_cov_366.871952:5536-4970
cds-NP_414551.1		9928	10494	complete	NODE_11_length_148513_cov_366.871952:5536-4970
gene-b0011		10643	11356	complete	NODE_11_length_148513_cov_366.871952:4821-4108
cds-NP_414552.1		10643	11356	complete	NODE_11_length_148513_cov_366.871952:4821-4108
gene-b0012		10830	11315	complete	NODE_11_length_148513_cov_366.871952:4634-4149
cds-YP_009518733.1		10830	11315	complete	NODE_11_length_148513_cov_366.871952:4634-4149
gene-b0013		11382	11786	complete	NODE_11_length_148513_cov_366.871952:4082-3678
cds-NP_414554.1		11382	11786	complete	NODE_11_length_148513_cov_366.871952:4082-3678
gene-b0014		12163	14079	complete	NODE_11_length_148513_cov_366.871952:3301-1385
cds-NP_414555.1		12163	14079	complete	NODE_11_length_148513_cov_366.871952:3301-1385
gene-b0015		14168	15298	complete	NODE_11_length_148513_cov_366.871952:1296-166
cds-NP_414556.1		14168	15298	complete	NODE_11_length_148513_cov_366.871952:1296-166
gene-b0018		16751	16960	complete	NODE_51_length_3217_cov_359.184395:3122-2913
cds-NP_414559.1		16751	16960	complete	NODE_51_length_3217_cov_359.184395:3122-2913
gene-b4412		16751	16903	complete	NODE_51_length_3217_cov_359.184395:3122-2970
cds-YP_025292.1		16751	16903	complete	NODE_51_length_3217_cov_359.184395:3122-2970
gene-b4413		16952	17010	complete	NODE_51_length_3217_cov_359.184395:2921-2863
rna-b4413		16952	17010	complete	NODE_51_length_3217_cov_359.184395:2921-2863
exon-b4413-1		16952	17010	complete	NODE_51_length_3217_cov_359.184395:2921-2863
gene-b0019		17489	18655	complete	NODE_51_length_3217_cov_359.184395:2384-1218
cds-NP_414560.1		17489	18655	complete	NODE_51_length_3217_cov_359.184395:2384-1218
gene-b0020		18715	19620	complete	NODE_51_length_3217_cov_359.184395:1158-253
cds-NP_414561.1		18715	19620	complete	NODE_51_length_3217_cov_359.184395:1158-253
gene-b0023		20815	21078	complete	NODE_8_length_203054_cov_373.375525:328-591
cds-NP_414564.1		20815	21078	complete	NODE_8_length_203054_cov_373.375525:328-591
gene-b0024		21181	21399	complete	NODE_8_length_203054_cov_373.375525:694-912
cds-NP_414565.1		21181	21399	complete	NODE_8_length_203054_cov_373.375525:694-912
gene-b0025		21407	22348	complete	NODE_8_length_203054_cov_373.375525:920-1861
cds-NP_414566.1		21407	22348	complete	NODE_8_length_203054_cov_373.375525:920-1861
gene-b0026		22391	25207	complete	NODE_8_length_203054_cov_373.375525:1904-4720
cds-NP_414567.1		22391	25207	complete	NODE_8_length_203054_cov_373.375525:1904-4720
gene-b0027		25207	25701	complete	NODE_8_length_203054_cov_373.375525:4720-5214
cds-NP_414568.1		25207	25701	complete	NODE_8_length_203054_cov_373.375525:4720-5214
gene-b0028		25826	26275	complete	NODE_8_length_203054_cov_373.375525:5339-5788
cds-NP_414569.1		25826	26275	complete	NODE_8_length_203054_cov_373.375525:5339-5788
gene-b0029		26277	27227	complete	NODE_8_length_203054_cov_373.375525:5790-6740
cds-NP_414570.1		26277	27227	complete	NODE_8_length_203054_cov_373.375525:5790-6740
gene-b0030		27293	28207	complete	NODE_8_length_203054_cov_373.375525:6806-7720
cds-NP_414571.1		27293	28207	complete	NODE_8_length_203054_cov_373.375525:6806-7720
gene-b0031		28374	29195	complete	NODE_8_length_203054_cov_373.375525:7887-8708
cds-NP_414572.1		28374	29195	complete	NODE_8_length_203054_cov_373.375525:7887-8708
gene-b0032		29651	30799	complete	NODE_8_length_203054_cov_373.375525:9164-10312
cds-NP_414573.1		29651	30799	complete	NODE_8_length_203054_cov_373.375525:9164-10312
gene-b0033		30817	34038	complete	NODE_8_length_203054_cov_373.375525:10330-13551
cds-NP_414574.1		30817	34038	complete	NODE_8_length_203054_cov_373.375525:10330-13551
gene-b0034		34300	34695	complete	NODE_8_length_203054_cov_373.375525:13813-14208
cds-NP_414576.4		34300	34695	complete	NODE_8_length_203054_cov_373.375525:13813-14208
gene-b0035		34781	35371	complete	NODE_8_length_203054_cov_373.375525:14294-14884
cds-NP_414577.2		34781	35371	complete	NODE_8_length_203054_cov_373.375525:14294-14884
gene-b0036		35377	36162	complete	NODE_8_length_203054_cov_373.375525:14890-15675
cds-NP_414578.2		35377	36162	complete	NODE_8_length_203054_cov_373.375525:14890-15675
gene-b0037		36271	37824	complete	NODE_8_length_203054_cov_373.375525:15784-17337
cds-NP_414579.4		36271	37824	complete	NODE_8_length_203054_cov_373.375525:15784-17337
gene-b0038		37898	39115	complete	NODE_8_length_203054_cov_373.375525:17411-18628
cds-NP_414580.1		37898	39115	complete	NODE_8_length_203054_cov_373.375525:17411-18628
gene-b0039		39244	40386	complete	NODE_8_length_203054_cov_373.375525:18757-19899
cds-NP_414581.1		39244	40386	complete	NODE_8_length_203054_cov_373.375525:18757-19899
gene-b0040		40417	41931	complete	NODE_8_length_203054_cov_373.375525:19930-21444
cds-NP_414582.1		40417	41931	complete	NODE_8_length_203054_cov_373.375525:19930-21444
gene-b0041		42403	43173	complete	NODE_8_length_203054_cov_373.375525:21916-22686
cds-NP_414583.2		42403	43173	complete	NODE_8_length_203054_cov_373.375525:21916-22686
gene-b0042		43188	44129	complete	NODE_8_length_203054_cov_373.375525:22701-23642
cds-NP_414584.1		43188	44129	complete	NODE_8_length_203054_cov_373.375525:22701-23642
gene-b0043		44180	45466	complete	NODE_8_length_203054_cov_373.375525:23693-24979
cds-NP_414585.1		44180	45466	complete	NODE_8_length_203054_cov_373.375525:23693-24979
gene-b0044		45463	45750	complete	NODE_8_length_203054_cov_373.375525:24976-25263
cds-NP_414586.1		45463	45750	complete	NODE_8_length_203054_cov_373.375525:24976-25263
gene-b0045		45807	47138	complete	NODE_8_length_203054_cov_373.375525:25320-26651
cds-NP_414587.1		45807	47138	complete	NODE_8_length_203054_cov_373.375525:25320-26651
gene-b0046		47246	47776	complete	NODE_8_length_203054_cov_373.375525:26759-27289
cds-NP_414588.1		47246	47776	complete	NODE_8_length_203054_cov_373.375525:26759-27289
gene-b0047		47769	49631	complete	NODE_8_length_203054_cov_373.375525:27282-29144
cds-NP_414589.1		47769	49631	complete	NODE_8_length_203054_cov_373.375525:27282-29144
gene-b0048		49823	50302	complete	NODE_8_length_203054_cov_373.375525:29336-29815
cds-NP_414590.1		49823	50302	complete	NODE_8_length_203054_cov_373.375525:29336-29815
gene-b0049		50380	51222	complete	NODE_8_length_203054_cov_373.375525:29893-30735
cds-NP_414591.1		50380	51222	complete	NODE_8_length_203054_cov_373.375525:29893-30735
gene-b0050		51229	51606	complete	NODE_8_length_203054_cov_373.375525:30742-31119
cds-NP_414592.1		51229	51606	complete	NODE_8_length_203054_cov_373.375525:30742-31119
gene-b0051		51609	52430	complete	NODE_8_length_203054_cov_373.375525:31122-31943
cds-NP_414593.1		51609	52430	complete	NODE_8_length_203054_cov_373.375525:31122-31943
gene-b0052		52427	53416	complete	NODE_8_length_203054_cov_373.375525:31940-32929
cds-NP_414594.1		52427	53416	complete	NODE_8_length_203054_cov_373.375525:31940-32929
gene-b0053		53416	54702	complete	NODE_8_length_203054_cov_373.375525:32929-34215
cds-NP_414595.1		53416	54702	complete	NODE_8_length_203054_cov_373.375525:32929-34215
gene-b0054		54755	57109	complete	NODE_8_length_203054_cov_373.375525:34268-36622
cds-NP_414596.1		54755	57109	complete	NODE_8_length_203054_cov_373.375525:34268-36622
gene-b0055		57364	58179	complete	NODE_8_length_203054_cov_373.375525:36877-37692
cds-NP_414597.1		57364	58179	complete	NODE_8_length_203054_cov_373.375525:36877-37692
gene-b0056		58474	59124	complete	NODE_8_length_203054_cov_373.375525:37987-38637
cds-YP_009518734.1		58474	59124	complete	NODE_8_length_203054_cov_373.375525:37987-38637
gene-b0057		59121	59279	complete	NODE_8_length_203054_cov_373.375525:38634-38792
cds-YP_009518735.1		59121	59279	complete	NODE_8_length_203054_cov_373.375525:38634-38792
gene-b0058		59687	60346	complete	NODE_8_length_203054_cov_373.375525:39200-39859
cds-NP_414600.1		59687	60346	complete	NODE_8_length_203054_cov_373.375525:39200-39859
gene-b0059		60358	63264	complete	NODE_8_length_203054_cov_373.375525:39871-42777
cds-NP_414601.1		60358	63264	complete	NODE_8_length_203054_cov_373.375525:39871-42777
gene-b0060		63429	65780	complete	NODE_8_length_203054_cov_373.375525:42942-45293
cds-NP_414602.1		63429	65780	complete	NODE_8_length_203054_cov_373.375525:42942-45293
gene-b0061		65855	66550	complete	NODE_8_length_203054_cov_373.375525:45368-46063
cds-NP_414603.1		65855	66550	complete	NODE_8_length_203054_cov_373.375525:45368-46063
gene-b0062		66835	68337	complete	NODE_8_length_203054_cov_373.375525:46348-47850
cds-NP_414604.1		66835	68337	complete	NODE_8_length_203054_cov_373.375525:46348-47850
gene-b0063		68348	70048	complete	NODE_8_length_203054_cov_373.375525:47861-49561
cds-NP_414605.1		68348	70048	complete	NODE_8_length_203054_cov_373.375525:47861-49561
gene-b0064		70387	71265	complete	NODE_8_length_203054_cov_373.375525:49900-50778
cds-NP_414606.1		70387	71265	complete	NODE_8_length_203054_cov_373.375525:49900-50778
gene-b0065		71351	72115	complete	NODE_8_length_203054_cov_373.375525:50864-51628
cds-NP_414607.1		71351	72115	complete	NODE_8_length_203054_cov_373.375525:50864-51628
gene-b0066		72229	72927	complete	NODE_8_length_203054_cov_373.375525:51742-52440
cds-NP_414608.1		72229	72927	complete	NODE_8_length_203054_cov_373.375525:51742-52440
gene-b0067		72911	74521	complete	NODE_8_length_203054_cov_373.375525:52424-54034
cds-NP_414609.1		72911	74521	complete	NODE_8_length_203054_cov_373.375525:52424-54034
gene-b0068		74497	75480	complete	NODE_8_length_203054_cov_373.375525:54010-54993
cds-NP_414610.1		74497	75480	complete	NODE_8_length_203054_cov_373.375525:54010-54993
gene-b4762		75516	75608	complete	NODE_8_length_203054_cov_373.375525:55029-55121
rna-b4762		75516	75608	complete	NODE_8_length_203054_cov_373.375525:55029-55121
exon-b4762-1		75516	75608	complete	NODE_8_length_203054_cov_373.375525:55029-55121
gene-b0069		75644	77299	complete	NODE_8_length_203054_cov_373.375525:55157-56812
cds-NP_414611.1		75644	77299	complete	NODE_8_length_203054_cov_373.375525:55157-56812
gene-b4577		77367	77593	complete	NODE_8_length_203054_cov_373.375525:56880-57106
rna-b4577		77367	77593	complete	NODE_8_length_203054_cov_373.375525:56880-57106
exon-b4577-1		77367	77593	complete	NODE_8_length_203054_cov_373.375525:56880-57106
gene-b4662		77388	77519	complete	NODE_8_length_203054_cov_373.375525:56901-57032
cds-YP_002791237.1		77388	77519	complete	NODE_8_length_203054_cov_373.375525:56901-57032
gene-b0070		77621	78799	complete	NODE_8_length_203054_cov_373.375525:57134-58312
cds-YP_025293.1		77621	78799	complete	NODE_8_length_203054_cov_373.375525:57134-58312
gene-b0071		78848	79453	complete	NODE_8_length_203054_cov_373.375525:58361-58966
cds-NP_414613.1		78848	79453	complete	NODE_8_length_203054_cov_373.375525:58361-58966
gene-b0072		79464	80864	complete	NODE_8_length_203054_cov_373.375525:58977-60377
cds-NP_414614.1		79464	80864	complete	NODE_8_length_203054_cov_373.375525:58977-60377
gene-b0073		80867	81958	complete	NODE_8_length_203054_cov_373.375525:60380-61471
cds-NP_414615.4		80867	81958	complete	NODE_8_length_203054_cov_373.375525:60380-61471
gene-b0074		81958	83529	complete	NODE_8_length_203054_cov_373.375525:61471-63042
cds-NP_414616.1		81958	83529	complete	NODE_8_length_203054_cov_373.375525:61471-63042
gene-b0075		83622	83708	complete	NODE_8_length_203054_cov_373.375525:63135-63221
cds-NP_414617.1		83622	83708	complete	NODE_8_length_203054_cov_373.375525:63135-63221
gene-b0076		84368	85312	complete	NODE_8_length_203054_cov_373.375525:63881-64825
cds-NP_414618.4		84368	85312	complete	NODE_8_length_203054_cov_373.375525:63881-64825
gene-b4726		85467	85511	complete	NODE_8_length_203054_cov_373.375525:64980-65024
cds-YP_009518736.1		85467	85511	complete	NODE_8_length_203054_cov_373.375525:64980-65024
gene-b0077		85630	87354	complete	NODE_8_length_203054_cov_373.375525:65143-66867
cds-YP_025294.2		85630	87354	complete	NODE_8_length_203054_cov_373.375525:65143-66867
gene-b0078		87357	87848	complete	NODE_8_length_203054_cov_373.375525:66870-67361
cds-NP_414620.1		87357	87848	complete	NODE_8_length_203054_cov_373.375525:66870-67361
gene-b0080		88028	89032	complete	NODE_8_length_203054_cov_373.375525:67541-68545
cds-NP_414622.1		88028	89032	complete	NODE_8_length_203054_cov_373.375525:67541-68545
gene-b0081		89634	90092	complete	NODE_8_length_203054_cov_373.375525:69147-69605
cds-NP_414623.1		89634	90092	complete	NODE_8_length_203054_cov_373.375525:69147-69605
gene-b0082		90094	91035	complete	NODE_8_length_203054_cov_373.375525:69607-70548
cds-NP_414624.1		90094	91035	complete	NODE_8_length_203054_cov_373.375525:69607-70548
gene-b0083		91032	91397	complete	NODE_8_length_203054_cov_373.375525:70545-70910
cds-NP_414625.1		91032	91397	complete	NODE_8_length_203054_cov_373.375525:70545-70910
gene-b0084		91413	93179	complete	NODE_8_length_203054_cov_373.375525:70926-72692
cds-NP_414626.1		91413	93179	complete	NODE_8_length_203054_cov_373.375525:70926-72692
gene-b4810		92485	92658	complete	NODE_8_length_203054_cov_373.375525:71998-72171
rna-b4810		92485	92658	complete	NODE_8_length_203054_cov_373.375525:71998-72171
exon-b4810-1		92485	92658	complete	NODE_8_length_203054_cov_373.375525:71998-72171
gene-b0085		93166	94653	complete	NODE_8_length_203054_cov_373.375525:72679-74166
cds-NP_414627.1		93166	94653	complete	NODE_8_length_203054_cov_373.375525:72679-74166
gene-b0086		94650	96008	complete	NODE_8_length_203054_cov_373.375525:74163-75521
cds-NP_414628.1		94650	96008	complete	NODE_8_length_203054_cov_373.375525:74163-75521
gene-b0087		96002	97084	complete	NODE_8_length_203054_cov_373.375525:75515-76597
cds-NP_414629.1		96002	97084	complete	NODE_8_length_203054_cov_373.375525:75515-76597
gene-b0088		97087	98403	complete	NODE_8_length_203054_cov_373.375525:76600-77916
cds-NP_414630.1		97087	98403	complete	NODE_8_length_203054_cov_373.375525:76600-77916
gene-b0089		98403	99647	complete	NODE_8_length_203054_cov_373.375525:77916-79160
cds-NP_414631.1		98403	99647	complete	NODE_8_length_203054_cov_373.375525:77916-79160
gene-b0090		99644	100711	complete	NODE_8_length_203054_cov_373.375525:79157-80224
cds-NP_414632.1		99644	100711	complete	NODE_8_length_203054_cov_373.375525:79157-80224
gene-b0091		100765	102240	complete	NODE_8_length_203054_cov_373.375525:80278-81753
cds-NP_414633.1		100765	102240	complete	NODE_8_length_203054_cov_373.375525:80278-81753
gene-b0092		102233	103153	complete	NODE_8_length_203054_cov_373.375525:81746-82666
cds-NP_414634.1		102233	103153	complete	NODE_8_length_203054_cov_373.375525:81746-82666
gene-b0093		103155	103985	complete	NODE_8_length_203054_cov_373.375525:82668-83498
cds-NP_414635.1		103155	103985	complete	NODE_8_length_203054_cov_373.375525:82668-83498
gene-b0094		103982	105244	complete	NODE_8_length_203054_cov_373.375525:83495-84757
cds-NP_414636.1		103982	105244	complete	NODE_8_length_203054_cov_373.375525:83495-84757
gene-b0095		105305	106456	complete	NODE_8_length_203054_cov_373.375525:84818-85969
cds-NP_414637.1		105305	106456	complete	NODE_8_length_203054_cov_373.375525:84818-85969
gene-b0096		106557	107474	complete	NODE_8_length_203054_cov_373.375525:86070-86987
cds-NP_414638.1		106557	107474	complete	NODE_8_length_203054_cov_373.375525:86070-86987
gene-b0097		107705	108217	complete	NODE_8_length_203054_cov_373.375525:87218-87730
cds-NP_414639.2		107705	108217	complete	NODE_8_length_203054_cov_373.375525:87218-87730
gene-b0098		108279	110984	complete	NODE_8_length_203054_cov_373.375525:87792-90497
cds-NP_414640.1		108279	110984	complete	NODE_8_length_203054_cov_373.375525:87792-90497
gene-b0099		111044	111433	complete	NODE_8_length_203054_cov_373.375525:90557-90946
cds-NP_414641.1		111044	111433	complete	NODE_8_length_203054_cov_373.375525:90557-90946
gene-b0101		111649	111846	complete	NODE_8_length_203054_cov_373.375525:91162-91359
cds-NP_414643.1		111649	111846	complete	NODE_8_length_203054_cov_373.375525:91162-91359
gene-b0102		111856	112599	complete	NODE_8_length_203054_cov_373.375525:91369-92112
cds-NP_414644.1		111856	112599	complete	NODE_8_length_203054_cov_373.375525:91369-92112
gene-b0103		112599	113219	complete	NODE_8_length_203054_cov_373.375525:92112-92732
cds-NP_414645.1		112599	113219	complete	NODE_8_length_203054_cov_373.375525:92112-92732
gene-b4727		113244	113288	complete	NODE_8_length_203054_cov_373.375525:92757-92801
cds-YP_009518737.1		113244	113288	complete	NODE_8_length_203054_cov_373.375525:92757-92801
gene-b0104		113444	114487	complete	NODE_8_length_203054_cov_373.375525:92957-94000
cds-NP_414646.1		113444	114487	complete	NODE_8_length_203054_cov_373.375525:92957-94000
gene-b0106		114522	115724	complete	NODE_8_length_203054_cov_373.375525:94035-95237
cds-NP_414648.1		114522	115724	complete	NODE_8_length_203054_cov_373.375525:94035-95237
gene-b0107		115714	117099	complete	NODE_8_length_203054_cov_373.375525:95227-96612
cds-NP_414649.1		115714	117099	complete	NODE_8_length_203054_cov_373.375525:95227-96612
gene-b0108		117109	117549	complete	NODE_8_length_203054_cov_373.375525:96622-97062
cds-NP_414650.1		117109	117549	complete	NODE_8_length_203054_cov_373.375525:96622-97062
gene-b0109		117752	118645	complete	NODE_8_length_203054_cov_373.375525:97265-98158
cds-NP_414651.1		117752	118645	complete	NODE_8_length_203054_cov_373.375525:97265-98158
gene-b0110		118733	119284	complete	NODE_8_length_203054_cov_373.375525:98246-98797
cds-NP_414652.1		118733	119284	complete	NODE_8_length_203054_cov_373.375525:98246-98797
gene-b0111		119281	120135	complete	NODE_8_length_203054_cov_373.375525:98794-99648
cds-NP_414653.1		119281	120135	complete	NODE_8_length_203054_cov_373.375525:98794-99648
gene-b0112		120178	121551	complete	NODE_8_length_203054_cov_373.375525:99691-101064
cds-NP_414654.1		120178	121551	complete	NODE_8_length_203054_cov_373.375525:99691-101064
gene-b0113		122092	122856	complete	NODE_8_length_203054_cov_373.375525:101605-102369
cds-NP_414655.1		122092	122856	complete	NODE_8_length_203054_cov_373.375525:101605-102369
gene-b0114		123017	125680	complete	NODE_8_length_203054_cov_373.375525:102530-105193
cds-NP_414656.1		123017	125680	complete	NODE_8_length_203054_cov_373.375525:102530-105193
gene-b0115		125695	127587	complete	NODE_8_length_203054_cov_373.375525:105208-107100
cds-NP_414657.1		125695	127587	complete	NODE_8_length_203054_cov_373.375525:105208-107100
gene-b0116		127912	129336	complete	NODE_8_length_203054_cov_373.375525:107425-108849
cds-NP_414658.1		127912	129336	complete	NODE_8_length_203054_cov_373.375525:107425-108849
gene-b0117		129407	131260	complete	NODE_8_length_203054_cov_373.375525:108920-110773
cds-NP_414659.1		129407	131260	complete	NODE_8_length_203054_cov_373.375525:108920-110773
gene-b0118		131615	134212	complete	NODE_8_length_203054_cov_373.375525:111128-113725
cds-NP_414660.1		131615	134212	complete	NODE_8_length_203054_cov_373.375525:111128-113725
gene-b0119		134388	134750	complete	NODE_8_length_203054_cov_373.375525:113901-114263
cds-NP_414661.2		134388	134750	complete	NODE_8_length_203054_cov_373.375525:113901-114263
gene-b0120		134788	135582	complete	NODE_8_length_203054_cov_373.375525:114301-115095
cds-NP_414662.1		134788	135582	complete	NODE_8_length_203054_cov_373.375525:114301-115095
gene-b0121		135598	136464	complete	NODE_8_length_203054_cov_373.375525:115111-115977
cds-NP_414663.1		135598	136464	complete	NODE_8_length_203054_cov_373.375525:115111-115977
gene-b0122		136570	136917	complete	NODE_8_length_203054_cov_373.375525:116083-116430
cds-NP_414664.4		136570	136917	complete	NODE_8_length_203054_cov_373.375525:116083-116430
gene-b0123		137083	138633	complete	NODE_8_length_203054_cov_373.375525:116596-118146
cds-NP_414665.1		137083	138633	complete	NODE_8_length_203054_cov_373.375525:116596-118146
gene-b0124		138835	141225	complete	NODE_8_length_203054_cov_373.375525:118348-120738
cds-NP_414666.1		138835	141225	complete	NODE_8_length_203054_cov_373.375525:118348-120738
gene-b0125		141431	141967	complete	NODE_8_length_203054_cov_373.375525:120944-121480
cds-NP_414667.4		141431	141967	complete	NODE_8_length_203054_cov_373.375525:120944-121480
gene-b0126		142008	142670	complete	NODE_8_length_203054_cov_373.375525:121521-122183
cds-NP_414668.1		142008	142670	complete	NODE_8_length_203054_cov_373.375525:121521-122183
gene-b0127		142779	143705	complete	NODE_8_length_203054_cov_373.375525:122292-123218
cds-NP_414669.1		142779	143705	complete	NODE_8_length_203054_cov_373.375525:122292-123218
gene-b0128		143702	144472	complete	NODE_8_length_203054_cov_373.375525:123215-123985
cds-NP_414670.1		143702	144472	complete	NODE_8_length_203054_cov_373.375525:123215-123985
gene-b0129		144577	145017	complete	NODE_8_length_203054_cov_373.375525:124090-124530
cds-NP_414671.1		144577	145017	complete	NODE_8_length_203054_cov_373.375525:124090-124530
gene-b0130		145081	146310	complete	NODE_8_length_203054_cov_373.375525:124594-125823
cds-NP_414672.1		145081	146310	complete	NODE_8_length_203054_cov_373.375525:124594-125823
gene-b0131		146314	146694	complete	NODE_8_length_203054_cov_373.375525:125827-126207
cds-NP_414673.1		146314	146694	complete	NODE_8_length_203054_cov_373.375525:125827-126207
gene-b0132		146968	147870	complete	NODE_8_length_203054_cov_373.375525:126481-127383
cds-NP_414674.1		146968	147870	complete	NODE_8_length_203054_cov_373.375525:126481-127383
gene-b0133		147944	148795	complete	NODE_8_length_203054_cov_373.375525:127457-128308
cds-NP_414675.1		147944	148795	complete	NODE_8_length_203054_cov_373.375525:127457-128308
gene-b0134		148807	149601	complete	NODE_8_length_203054_cov_373.375525:128320-129114
cds-NP_414676.1		148807	149601	complete	NODE_8_length_203054_cov_373.375525:128320-129114
gene-b0135		149715	150953	complete	NODE_8_length_203054_cov_373.375525:129228-130466
cds-NP_414677.1		149715	150953	complete	NODE_8_length_203054_cov_373.375525:129228-130466
gene-b0136		151003	151599	complete	NODE_8_length_203054_cov_373.375525:130516-131112
cds-NP_414678.1		151003	151599	complete	NODE_8_length_203054_cov_373.375525:130516-131112
gene-b0137		151626	152231	complete	NODE_8_length_203054_cov_373.375525:131139-131744
cds-NP_414679.1		151626	152231	complete	NODE_8_length_203054_cov_373.375525:131139-131744
gene-b0138		152243	152812	complete	NODE_8_length_203054_cov_373.375525:131756-132325
cds-NP_414680.4		152243	152812	complete	NODE_8_length_203054_cov_373.375525:131756-132325
gene-b0139		152829	155426	complete	NODE_8_length_203054_cov_373.375525:132342-134939
